Index,ID_x,Drug Name_x,Insurance,Check_x,Quantity,Net,Copay,Covered,Rxcui,Check_y,Title,Drug Name_y,Dosage Form,Strength,Units,Class,NDC,Drug,In Stock,Pack Size,AWP,ACQ,Price Update,Units Qty,Scripts,Drug Full Name,Db Status,ID_y,ClassDb,RxNorm Name,Cleaned Up Drug Name
135,138,KETOCONAZOLEAER2%,MEDDPRIME-2FGA,TRUE,,,,,203088,TRUE,Inventory Database X,KETOCONAZOLE,Sha,2,%,Anti-fungal,12345-6789-01,KETOCONAZOLE Sha 2%,,,,,,,,,SR-DB : Updated on 11/18/2024,53,Anti-fungal,ketoconazole 20 MG/ML Topical Cream,Ketoconazole Sha 2%
136,139,OXICONAZOLECRENITRATE,MEDDPRIME-2FGA,TRUE,,,,,56226,TRUE,Inventory Database,OXICONAZOLE,Cream,0,,Antifungal,51672-1359-03,OXICONAZOLE Cream 0,"-1,830",60,$623.75 ,$138.99 ,8/29/2024,"4,350",71,OXICONAZOLE CRE NITRATE,SR-DB : Updated on 11/18/2024,333,Antifungal,oxiconazole nitrate,Oxiconazole Cream Nitrate
136,139,OXICONAZOLECRENITRATE,MEDDPRIME-2FGA,TRUE,,,,,377915,TRUE,Inventory Database X,OXICONAZOLE,Cre,,,Anti-fungal,12345-6789-01,OXICONAZOLE Cre,,,,,,,,,SR-DB : Updated on 11/18/2024,110,Anti-fungal,oxiconazole Topical Cream,Oxiconazole Cream
139,141,CETIRIZINETAB5MG,MEDDPRIME-2FGA,TRUE,,,,,1014676,TRUE,Inventory Database X,CETIRIZINE,Tab,5,mg,Antihistamines,12345-6789-01,CETIRIZINE Tab 5mg,,,,,,,,,SR-DB : Updated on 11/18/2024,124,Antihistamines,cetirizine hydrochloride 5 MG Oral Tablet,Cetirizine Tablet 5 Mg
141,143,CETIRIZINETAB10MG,MEDDPRIME-2FGA,TRUE,,,,,1014678,TRUE,Inventory Database X,CETIRIZINE,Tab,10,mg,Antihistamines,12345-6789-01,CETIRIZINE Tab 10mg,,,,,,,,,SR-DB : Updated on 11/18/2024,123,Antihistamines,cetirizine hydrochloride 10 MG Oral Tablet,Cetirizine Tablet 10 Mg
142,144,LORATADINETAB10MG,MEDDPRIME-2FGA,TRUE,,,,,311372,TRUE,Inventory Database X,LORATADINE,Tab,10,mg,Antihistamines,12345-6789-01,LORATADINE Tab 10mg,,,,,,,,,SR-DB : Updated on 11/18/2024,127,Antihistamines,loratadine 10 MG Oral Tablet,Loratadine Tablet 10 Mg
143,146,LOFENATAB25MG,MEDDPRIME-2FGA,TRUE,,,,,2584350,TRUE,Inventory Database X,LOFENA,Tab,25,mg,Anti-inflammatory,12345-6789-01,LOFENA Tab 25mg,,,,,,,,,SR-DB : Updated on 11/18/2024,129,Anti-inflammatory,diclofenac potassium 25 MG Oral Tablet [Lofena],Lofena Tablet 25 Mg
145,148,AMMONIUMLACLOT12%,MEDDPRIME-2FGA,TRUE,,,,,351312,TRUE,Inventory Database X,Ammonium lac,Lot,12,%,Moisturizer,12345-6789-01,Ammonium lac Lot 12%,,,,,,,,,SR-DB : Updated on 11/18/2024,137,Moisturizer,ammonium lactate 120 MG/ML Topical Lotion [Laclotion],Ammonium Lac Lotion 12%
151,159,CLEMASTINE,MEDDPRIME-2FGA,TRUE,,,,,2578,TRUE,Inventory Database X,CLEMASTINE,Syp,N/A ,,Antihistamines,12345-6789-01,CLEMASTINE Syp N/A ,,,,,,,,,SR-DB : Updated on 11/18/2024,125,Antihistamines,clemastine,Clemastine Syp N/A
1,1,METRONIDAZOLGEL1%,MEDDPRIME-BHMAPDX,TRUE,55,99.23,0,,577237,TRUE,Inventory Database X,METRONIDAZOL,Gel,1,%,Biopsy Topical ABX,12345-6789-01,METRONIDAZOL Gel 1%,,,,,,,,,SR-DB : Updated on 11/18/2024,30,Biopsy Topical ABX,metronidazole 0.01 MG/MG Topical Gel,Metronidazol Gel 1%
2,3,CLINDAMYCINLOT1%,MEDDPRIME-BHMAPDX,TRUE,60,40.6,0,,197519,TRUE,Inventory Database X,CLINDAMYCIN,Lot,1,%,Acne Topical ABX,12345-6789-01,CLINDAMYCIN Lot 1%,,,,,,,,,SR-DB : Updated on 11/18/2024,36,Acne Topical ABX,clindamycin 10 MG/ML Topical Lotion,Clindamycin Lotion 1%
3,4,CLINDAMYCINSOL1%,MEDDPRIME-BHMAPDX,TRUE,60,17.72,0,,309333,TRUE,Inventory Database X,CLINDAMYCIN,Sol,1,%,Acne Topical ABX,12345-6789-01,CLINDAMYCIN Sol 1%,,,,,,,,,SR-DB : Updated on 11/18/2024,37,Acne Topical ABX,clindamycin 10 MG/ML Topical Solution,Clindamycin Solution 1%
4,5,METRONIDAZOLCRE0.75%,MEDDPRIME-BHMAPDX,TRUE,45,53.94,0,,311678,TRUE,Inventory Database X,METRONIDAZOL,Cre,0.75,%,Biopsy Topical ABX,12345-6789-01,METRONIDAZOL Cre 0.75%,,,,,,,,,SR-DB : Updated on 11/18/2024,28,Biopsy Topical ABX,metronidazole 7.5 MG/ML Topical Cream,Metronidazol Cream 0.75%
5,6,METRONIDAZOLGEL0.75%,MEDDPRIME-BHMAPDX,TRUE,45,44.22,0,,311679,TRUE,Inventory Database X,METRONIDAZOL,Gel,0.75,%,Biopsy Topical ABX,12345-6789-01,METRONIDAZOL Gel 0.75%,,,,,,,,,SR-DB : Updated on 11/18/2024,29,Biopsy Topical ABX,metronidazole 0.0075 MG/MG Topical Gel,Metronidazol Gel 0.75%
6,7,HYDROCORTISOLOT0.1%,MEDDPRIME-BHMAPDX,TRUE,59,NC,NC,,103403,TRUE,Inventory Database X,HYDROCORTISO,Lot,0.1,%,Scalp Topical Steroids,12345-6789-01,HYDROCORTISO Lot 0.1%,,,,,,,,,SR-DB : Updated on 11/18/2024,65,Scalp Topical Steroids,hydrocortisone 10 MG/ML Topical Lotion,Hydrocortiso Lotion 0.1%
7,8,FLURANDRENOLLOT0.05%,MEDDPRIME-BHMAPDX,TRUE,120,NC,NC,,197719,TRUE,Inventory Database X,FLURANDRENOL,Lot,0.05,%,Scalp Topical Steroids,12345-6789-01,FLURANDRENOL Lot 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,64,Scalp Topical Steroids,flurandrenolide 0.5 MG/ML Topical Lotion,Flurandrenol Lotion 0.05%
8,9,DESONIDELOT0.05%,MEDDPRIME-BHMAPDX,TRUE,59,115.73,0,,197572,TRUE,Inventory Database X,DESONIDE,Lot,0.05,%,Scalp Topical Steroids,12345-6789-01,DESONIDE Lot 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,60,Scalp Topical Steroids,desonide 0.5 MG/ML Topical Lotion,Desonide Lotion 0.05%
9,13,CROTANLOT10%,MEDDPRIME-BHMAPDX,TRUE,237,51.08,0,,2049603,TRUE,Inventory Database X,CROTAN,Lot,10,%,Non-Ster Anti-Inflam,12345-6789-01,CROTAN Lot 10%,,,,,,,,,SR-DB : Updated on 11/18/2024,93,Non-Ster Anti-Inflam,crotamiton 100 MG/ML Topical Lotion [Crotan],Crotan Lotion 10%
12,16,DOXYCYCLINETAB75MG,MEDDPRIME-BHMAPDX,TRUE,30,NC,NC,,350481,TRUE,Inventory Database X,DOXYCYCLINE Hyclate,Tab,75,mg,ABX Orals,12345-6789-01,DOXYCYCLINE Hyclate Tab 75mg,,,,,,,,,SR-DB : Updated on 11/18/2024,5,ABX Orals,doxycycline 75 MG,Doxycycline Hydrochloride Tablet 75 Mg
12,16,DOXYCYCLINETAB75MG,MEDDPRIME-BHMAPDX,TRUE,30,NC,NC,,1649429,TRUE,Inventory Database X,DOXYCYC MONO,Tab,75,mg,ABX Orals,12345-6789-01,DOXYCYC MONO Tab 75mg,,,,,,,,,SR-DB : Updated on 11/18/2024,4,ABX Orals,doxycycline monohydrate 75 MG Oral Tablet,Doxycycline Monohydrate Tablet 75 Mg
14,17,DOXYCYCLINETAB150MG,MEDDPRIME-BHMAPDX,TRUE,30,NC,NC,,1650444,TRUE,Inventory Database X,DOXYCYC MONO,Tab,150,mg,ABX Orals,12345-6789-01,DOXYCYC MONO Tab 150mg,,,,,,,,,SR-DB : Updated on 11/18/2024,6,ABX Orals,doxycycline monohydrate 150 MG Oral Tablet,Doxycycline Monohydrate Tablet 150 Mg
15,18,CEPHALEXINCAP500MG,MEDDPRIME-BHMAPDX,TRUE,30,1.05,0,,309114,TRUE,Inventory Database X,CEPHALEXIN,Cap,500,mg,ABX Orals,12345-6789-01,CEPHALEXIN Cap 500mg,,,,,,,,,SR-DB : Updated on 11/18/2024,8,ABX Orals,cephalexin 500 MG Oral Capsule,Cephalexin Capsule 500 Mg
16,20,MINOCYCLINECAP100MG,MEDDPRIME-BHMAPDX,TRUE,30,7.37,0,,197984,TRUE,Inventory Database X,MINOCYCLINE,Cap,100,mg,ABX Orals,12345-6789-01,MINOCYCLINE Cap 100mg,,,,,,,,,SR-DB : Updated on 11/18/2024,13,ABX Orals,minocycline 100 MG Oral Capsule,Minocycline Capsule 100 Mg
17,21,AMNESTEEMCAP20MG,MEDDPRIME-BHMAPDX,TRUE,,,,,404061,TRUE,Inventory Database X,AMNESTEEM,Cap,20,mg,Accutane,12345-6789-01,AMNESTEEM Cap 20mg,,,,,,,,,SR-DB : Updated on 11/18/2024,22,Accutane,isotretinoin 20 MG Oral Capsule [Amnesteem],Amnesteem Capsule 20 Mg
17,21,AMNESTEEMCAP20MG,MEDDPRIME-BHMAPDX,TRUE,,,,,404064,TRUE,Inventory Database X,AMNESTEEM,Cap,40,mg,Accutane,12345-6789-01,AMNESTEEM Cap 40mg,,,,,,,,,SR-DB : Updated on 11/18/2024,23,Accutane,isotretinoin 40 MG Oral Capsule [Amnesteem],Amnesteem Capsule 40 Mg
19,23,ISOTRETINOINCAP30MG,MEDDPRIME-BHMAPDX,TRUE,,,,,403930,TRUE,Inventory Database X,ISOTRETINOIN,Cap,30,mg,Accutane,12345-6789-01,ISOTRETINOIN Cap 30mg,,,,,,,,,SR-DB : Updated on 11/18/2024,24,Accutane,isotretinoin 30 MG Oral Capsule,Isotretinoin Capsule 30 Mg
20,24,ZENATANE10MG,MEDDPRIME-BHMAPDX,TRUE,,,,,1373333,TRUE,Inventory Database X,ZENATANE,Cap,10,mg,Accutane,12345-6789-01,ZENATANE Cap 10mg,,,,,,,,,SR-DB : Updated on 11/18/2024,25,Accutane,isotretinoin 10 MG Oral Capsule [Zenatane],Zenatane Capsule 10 Mg
20,24,ZENATANE10MG,MEDDPRIME-BHMAPDX,TRUE,,,,,1605088,TRUE,Inventory Database,ZENATANE,Capsule,30,mg,Acne Treatment,55111-0113-81,ZENATANE Capsule 30mg,270,30,$744.86 ,$47.49 ,8/16/2023,540,17,ZENATANE 30MG CAP,SR-DB : Updated on 11/18/2024,366,Acne Treatment,isotretinoin 30 MG Oral Capsule [Zenatane],Zenatane 30 Mg Capsule
22,25,IVERMECTINCRE1%,MEDDPRIME-BHMAPDX,TRUE,45,191.57,0,,1598068,TRUE,Inventory Database X,IVERMECTIN,Cre,1,%,Acne Topical ABX,12345-6789-01,IVERMECTIN Cre 1%,,,,,,,,,SR-DB : Updated on 11/18/2024,41,Acne Topical ABX,ivermectin 10 MG/ML Topical Cream,Ivermectin Cream 1%
23,26,ERY/BENZOYLGEL5-3%,MEDDPRIME-BHMAPDX,TRUE,,,,,244374,TRUE,Inventory Database X,ERY/BENZOYL,Gel,3-May,%,Acne Topical ABX,12345-6789-01,ERY/BENZOYL Gel 5-3%,,,,,,,,,SR-DB : Updated on 11/18/2024,38,Acne Topical ABX,benzoyl peroxide 0.05 MG/MG / erythromycin 0.03 MG/MG Topical Gel,Ery/Benzoyl Gel 5-3%
24,27,MUPIROCINCRE2%,MEDDPRIME-BHMAPDX,TRUE,30,NC,NC,,311877,TRUE,Inventory Database X,MUPIROCIN,Cre,2,%,Biopsy Topical ABX,12345-6789-01,MUPIROCIN Cre 2%,,,,,,,,,SR-DB : Updated on 11/18/2024,31,Biopsy Topical ABX,mupirocin 20 MG/ML Topical Cream,Mupirocin Cream 2%
24,27,MUPIROCINCRE2%,MEDDPRIME-BHMAPDX,TRUE,30,NC,NC,,106346,TRUE,Inventory Database X,MUPIROCIN,Oin,2,%,Biopsy Topical ABX,12345-6789-01,MUPIROCIN Oin 2%,,,,,,,,,SR-DB : Updated on 11/18/2024,32,Biopsy Topical ABX,mupirocin 0.02 MG/MG Topical Ointment,Mupirocin Oin 2%
26,28,GENTAMICINCRE0.1%,MEDDPRIME-BHMAPDX,TRUE,30,31.66,0,,197735,TRUE,Inventory Database X,GENTAMICIN,Cre,0.1,%,Biopsy Topical ABX,12345-6789-01,GENTAMICIN Cre 0.1%,,,,,,,,,SR-DB : Updated on 11/18/2024,26,Biopsy Topical ABX,gentamicin 1 MG/ML Topical Cream,Gentamicin Cream 0.1%
26,28,GENTAMICINCRE0.1%,MEDDPRIME-BHMAPDX,TRUE,30,31.66,0,,310465,TRUE,Inventory Database X,GENTAMICIN,Oin,0.1,%,Biopsy Topical ABX,12345-6789-01,GENTAMICIN Oin 0.1%,,,,,,,,,SR-DB : Updated on 11/18/2024,27,Biopsy Topical ABX,gentamicin 0.001 MG/MG Topical Ointment,Gentamicin Oin 0.1%
28,30,BENZOYLPER10%WASH,MEDDPRIME-BHMAPDX,TRUE,142,NC,NC,,142034,TRUE,Inventory Database X,BENZOYL PER,Wash,10,%,Facewash,12345-6789-01,BENZOYL PER Wash 10%,,,,,,,,,SR-DB : Updated on 11/18/2024,47,Facewash,benzoyl peroxide 100 MG/ML Medicated Liquid Soap,Benzoyl Per Wash 10%
32,34,CICLOPIROXSHA1%,MEDDPRIME-BHMAPDX,TRUE,120,28.75,0,,250344,TRUE,Inventory Database X,CICLOPIROX,Sha,1,%,Anti-fungal,12345-6789-01,CICLOPIROX Sha 1%,,,,,,,,,SR-DB : Updated on 11/18/2024,52,Anti-fungal,ciclopirox 10 MG/ML Medicated Shampoo,Ciclopirox Sha 1%
33,35,KETOCONAZOLESHA2%,MEDDPRIME-BHMAPDX,TRUE,120,6.76,0,,203088,TRUE,Inventory Database X,KETOCONAZOLE,Sha,2,%,Anti-fungal,12345-6789-01,KETOCONAZOLE Sha 2%,,,,,,,,,SR-DB : Updated on 11/18/2024,53,Anti-fungal,ketoconazole 20 MG/ML Topical Cream,Ketoconazole Sha 2%
34,36,CLOBETASOLSHA0.05%,MEDDPRIME-BHMAPDX,TRUE,118,59.8,0,,861448,TRUE,Inventory Database,CLOBETASOL,Ointment,0.05,%,High Potency Steroid,21922-0017-07,CLOBETASOL Ointment 0.05%,"1,020",60,$498.72 ,$3.95 ,3/20/2024,900,13,CLOBETASOL OIN 0.05%,SR-DB : Updated on 11/18/2024,244,High Potency Steroid,clobetasol propionate 0.0005 MG/MG Topical Ointment,Clobetasol Oin 0.05%
34,36,CLOBETASOLSHA0.05%,MEDDPRIME-BHMAPDX,TRUE,118,59.8,0,,861487,TRUE,Inventory Database X,CLOBETASOL,Sol,0.05,%,Scalp Topical Steroids,12345-6789-01,CLOBETASOL Sol 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,58,Scalp Topical Steroids,clobetasol propionate 0.5 MG/ML Topical Solution,Clobetasol Solution 0.05%
34,36,CLOBETASOLSHA0.05%,MEDDPRIME-BHMAPDX,TRUE,118,59.8,0,,861353,TRUE,Inventory Database X,CLOBETASOL,Foam,0.05,%,Scalp Topical Steroids,12345-6789-01,CLOBETASOL Foam 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,57,Scalp Topical Steroids,clobetasol propionate 0.5 MG/ML Topical Foam,Clobetasol Foam 0.05%
34,36,CLOBETASOLSHA0.05%,MEDDPRIME-BHMAPDX,TRUE,118,59.8,0,,861434,TRUE,Inventory Database X,CLOBETASOL,Gel,0.05,%,High Potency Topical Steroid,12345-6789-01,CLOBETASOL Gel 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,75,High Potency Topical Steroid,clobetasol propionate 0.0005 MG/MG Topical Gel,Clobetasol Gel 0.05%
38,40,CLOTRIM/BETADIPROPLOTION,MEDDPRIME-BHMAPDX,TRUE,30,NC,NC,,308715,TRUE,Inventory Database X,BETAMETH DIP,Lot,0.05,%,Scalp Topical Steroids,12345-6789-01,BETAMETH DIP Lot 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,55,Scalp Topical Steroids,betamethasone 0.5 MG/ML / clotrimazole 10 MG/ML Topical Lotion,Betameth Dip Lotion 0.05%
38,40,CLOTRIM/BETADIPROPLOTION,MEDDPRIME-BHMAPDX,TRUE,30,NC,NC,,377661,TRUE,Inventory Database X,CLOTRIM/BETA DIPROP,Lotion,,%,Scalp Topical Steroids,12345-6789-01,CLOTRIM/BETA DIPROP Lotion%,,,,,,,,,SR-DB : Updated on 11/18/2024,59,Scalp Topical Steroids,clotrimazole Topical Lotion,Clotrim/Beta Diprop Lotion%
40,41,FLUOCINOLONEACETOILSCALP,MEDDPRIME-BHMAPDX,TRUE,118.28,40.22,0,,1191299,TRUE,Inventory Database,FLUOCIN ACET,Solution,0.01,%,Corticosteroid,21922-0003-01,FLUOCIN ACET Solution 0.01%,"1,020",60,$187.50 ,$9.19 ,8/29/2024,540,7,FLUOCIN ACET SOL 0.01%,SR-DB : Updated on 11/18/2024,290,Corticosteroid,fluocinolone acetonide 0.1 MG/ML Otic Solution,Fluocin Acetate Solution 0.01%
40,41,FLUOCINOLONEACETOILSCALP,MEDDPRIME-BHMAPDX,TRUE,118.28,40.22,0,,385106,TRUE,Inventory Database X,FLUOCIN ACET,Oil,,,Scalp Topical Steroids,12345-6789-01,FLUOCIN ACET Oil,,,,,,,,,SR-DB : Updated on 11/18/2024,61,Scalp Topical Steroids,fluocinolone Topical Oil,Fluocin Acetate Oil
40,41,FLUOCINOLONEACETOILSCALP,MEDDPRIME-BHMAPDX,TRUE,118.28,40.22,0,,1191307,TRUE,Inventory Database,FLUOCIN ACET,Oil,0.01,%,Corticosteroid,64980-0330-04,FLUOCIN ACET Oil 0.01%,"1,656",118.28,$220.75 ,$12.73 ,8/29/2024,"2,720",23,FLUOCIN ACET OIL 0.01% SC,SR-DB : Updated on 11/18/2024,288,Corticosteroid,fluocinolone acetonide 0.1 MG/ML Topical Oil,Fluocin Acetate Oil 0.01% Sc
43,42,FLUOCINONIDESOL0.01%,MEDDPRIME-BHMAPDX,TRUE,60,25.16,31.15,,103456,TRUE,Inventory Database X,FLUOCINONIDE,Cre,0.05,%,High Potency Topical Steroid,12345-6789-01,FLUOCINONIDE Cre 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,78,High Potency Topical Steroid,fluocinonide 0.5 MG/ML Topical Cream,Fluocinonide Cream 0.05%
44,43,BETAMETHDIPLOT0.05%,MEDDPRIME-BHMAPDX,TRUE,60,11.2,0,,308715,TRUE,Inventory Database X,BETAMETH DIP,Lot,0.05,%,Scalp Topical Steroids,12345-6789-01,BETAMETH DIP Lot 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,55,Scalp Topical Steroids,betamethasone 0.5 MG/ML / clotrimazole 10 MG/ML Topical Lotion,Betameth Dip Lotion 0.05%
44,43,BETAMETHDIPLOT0.05%,MEDDPRIME-BHMAPDX,TRUE,60,11.2,0,,238920,TRUE,Inventory Database X,AUG BETAMET,Cre,0.05,%,High Potency Topical Steroid,12345-6789-01,AUG BETAMET Cre 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,74,High Potency Topical Steroid,betamethasone 0.5 MG/ML Topical Cream,Aug Betamet Cream 0.05%
44,43,BETAMETHDIPLOT0.05%,MEDDPRIME-BHMAPDX,TRUE,60,11.2,0,,308714,TRUE,Inventory Database,CLOTRIM/BETA,Cream,1-0.05,%,Antifungal Combo,16714-0496-02,CLOTRIM/BETA Cream 1-0.05%,180,45,$71.42 ,$3.16 ,4/24/2024,315,4,CLOTRIM/BETA CRE 1-0.05%,SR-DB : Updated on 11/18/2024,253,Antifungal Combo,betamethasone 0.5 MG/ML / clotrimazole 10 MG/ML Topical Cream,Clotrim/Beta Cream 1-0.05%
49,45,TAZAROTENECRE0.1%,MEDDPRIME-BHMAPDX,TRUE,30,NC,NC,,313200,TRUE,Inventory Database X,TAZAROTENE,Cre,0.1,%,Retinoids: Exfoliant,12345-6789-01,TAZAROTENE Cre 0.1%,,,,,,,,,SR-DB : Updated on 11/18/2024,68,Retinoids: Exfoliant,tazarotene 1 MG/ML Topical Cream,Tazarotene Cream 0.1%
50,46,AZELAICACIDGEL15%,MEDDPRIME-BHMAPDX,TRUE,50,139.84,75,,1041518,TRUE,Inventory Database X,AZELAIC ACID,Gel,15,%,Retinoids: Exfoliant,12345-6789-01,AZELAIC ACID Gel 15%,,,,,,,,,SR-DB : Updated on 11/18/2024,72,Retinoids: Exfoliant,azelaic acid 0.15 MG/MG Topical Gel,Azelaic Acid Gel 15%
51,47,TRETINOINCRE0.025%,MEDDPRIME-BHMAPDX,TRUE,20,NC,NC,,106302,TRUE,Inventory Database X,TRETINOIN,Cre,0.025,%,Retinoids: Exfoliant,12345-6789-01,TRETINOIN Cre 0.025%,,,,,,,,,SR-DB : Updated on 11/18/2024,69,Retinoids: Exfoliant,tretinoin 0.25 MG/ML Topical Cream,Tretinoin Cream 0.025%
52,49,TRETINOINCRE0.1%,MEDDPRIME-BHMAPDX,TRUE,45,NC,NC,,198300,TRUE,Inventory Database X,TRETINOIN,Cre,0.1,%,Retinoids: Exfoliant,12345-6789-01,TRETINOIN Cre 0.1%,,,,,,,,,SR-DB : Updated on 11/18/2024,71,Retinoids: Exfoliant,tretinoin 1 MG/ML Topical Cream,Tretinoin Cream 0.1%
53,50,TRETINOINGEL0.05%,MEDDPRIME-BHMAPDX,TRUE,45,63.29,1.55,,245723,TRUE,Inventory Database X,TRETINOIN,Gel,0.05,%,Retinoids: Exfoliant,12345-6789-01,TRETINOIN Gel 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,73,Retinoids: Exfoliant,tretinoin 0.0005 MG/MG Topical Gel,Tretinoin Gel 0.05%
54,51,ADAPALENEGEL0.3%,MEDDPRIME-BHMAPDX,TRUE,45,NC,NC,,722111,TRUE,Inventory Database X,ADAPALENE,Gel,0.3,%,Retinoids: Exfoliant,12345-6789-01,ADAPALENE Gel 0.3%,,,,,,,,,SR-DB : Updated on 11/18/2024,67,Retinoids: Exfoliant,adapalene 0.003 MG/MG Topical Gel,Adapalene Gel 0.3%
55,52,AMCINONIDECRE0.1%,MEDDPRIME-BHMAPDX,TRUE,60,NC,NC,,197327,TRUE,Inventory Database,AMCINONIDE,Cream,0.1,%,Medium Potency Steroid,74157-0006-60,AMCINONIDE Cream 0.1%,-120,60,"$2,289.63 ",$710.00 ,8/30/2024,"4,620",43,AMCINONIDE CRE 0.1%,SR-DB : Updated on 11/18/2024,205,Medium Potency Steroid,amcinonide 1 MG/ML Topical Cream,Amcinonide Cream 0.1%
56,53,DIFLORASONEOIN0.05%,MEDDPRIME-BHMAPDX,TRUE,60,NC,NC,,966607,TRUE,Inventory Database X,DIFLORASONE,Oin,0.05,%,High Potency Topical Steroid,12345-6789-01,DIFLORASONE Oin 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,77,High Potency Topical Steroid,diflorasone diacetate 0.0005 MG/MG Topical Ointment,Diflorasone Oin 0.05%
56,53,DIFLORASONEOIN0.05%,MEDDPRIME-BHMAPDX,TRUE,60,NC,NC,,966577,TRUE,Inventory Database X,DIFLORASONE,Cre,0.05,%,High Potency Topical Steroid,12345-6789-01,DIFLORASONE Cre 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,76,High Potency Topical Steroid,diflorasone diacetate 0.5 MG/ML Topical Cream,Diflorasone Cream 0.05%
58,55,HALOBETASOLOIN0.05%,MEDDPRIME-BHMAPDX,TRUE,50,59.72,0,,977978,TRUE,Inventory Database X,HALOBETASOL,Oin,0.05,%,High Potency Topical Steroid,12345-6789-01,HALOBETASOL Oin 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,79,High Potency Topical Steroid,halobetasol propionate 0.0005 MG/MG Topical Ointment,Halobetasol Oin 0.05%
58,55,HALOBETASOLOIN0.05%,MEDDPRIME-BHMAPDX,TRUE,50,59.72,0,,861448,TRUE,Inventory Database,CLOBETASOL,Ointment,0.05,%,High Potency Steroid,21922-0017-07,CLOBETASOL Ointment 0.05%,"1,020",60,$498.72 ,$3.95 ,3/20/2024,900,13,CLOBETASOL OIN 0.05%,SR-DB : Updated on 11/18/2024,244,High Potency Steroid,clobetasol propionate 0.0005 MG/MG Topical Ointment,Clobetasol Oin 0.05%
61,59,DESOXIMETASOIN0.05%,MEDDPRIME-BHMAPDX,TRUE,60,NC,NC,,141850,TRUE,Inventory Database X,DESOXIMETAS,Oin,0.05,%,Medium Potency Topical Steroid,12345-6789-01,DESOXIMETAS Oin 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,80,Medium Potency Topical Steroid,desoximetasone 0.0005 MG/MG Topical Ointment,Desoximetas Oin 0.05%
62,60,HALCINONIDECRE0.1%,MEDDPRIME-BHMAPDX,TRUE,60,NC,NC,,103467,TRUE,Inventory Database X,HALCINONIDE,Cre,0.1,%,Medium Potency Topical Steroid,12345-6789-01,HALCINONIDE Cre 0.1%,,,,,,,,,SR-DB : Updated on 11/18/2024,82,Medium Potency Topical Steroid,halcinonide 1 MG/ML Topical Cream,Halcinonide Cream 0.1%
63,61,FLUOCINOLONEACETCRE0.01%,MEDDPRIME-BHMAPDX,TRUE,60,-4.4,0,,1191302,TRUE,Inventory Database,FLUOCIN ACET,Cream,0.01,%,Corticosteroid,00713-0223-60,FLUOCIN ACET Cream 0.01%,180,60,$133.96 ,$62.00 ,5/21/2024,240,2,FLUOCIN ACET CRE 0.01%,SR-DB : Updated on 11/18/2024,287,Corticosteroid,fluocinolone acetonide 0.1 MG/ML Topical Cream,Fluocin Acetate Cream 0.01%
64,62,MOMETASONECRE0.1%45GM,MEDDPRIME-BHMAPDX,TRUE,45,,,,311753,TRUE,Inventory Database X,MOMETASONE,Cre,0.1,%,Medium Potency Topical Steroid,12345-6789-01,MOMETASONE Cre 0.1%,,,,,,,,,SR-DB : Updated on 11/18/2024,85,Medium Potency Topical Steroid,mometasone furoate 1 MG/ML Topical Cream,Mometasone Cream 0.1%
65,63,DESONIDECRE0.05%,MEDDPRIME-BHMAPDX,TRUE,60,43.96,0,,349351,TRUE,Inventory Database X,DESONIDE,Cre,0.05,%,Low Potency Topical Steroid,12345-6789-01,DESONIDE Cre 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,88,Low Potency Topical Steroid,desonide 0.5 MG/ML Topical Cream,Desonide Cream 0.05%
66,64,DESONIDEOIN0.05%,MEDDPRIME-BHMAPDX,TRUE,60,74.11,0,,204135,TRUE,Inventory Database X,DESONIDE,Oin,0.05,%,Low Potency Topical Steroid,12345-6789-01,DESONIDE Oin 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,90,Low Potency Topical Steroid,desonide 0.0005 MG/MG Topical Ointment,Desonide Oin 0.05%
67,65,ALCLOMETASONCRE0.05%,MEDDPRIME-BHMAPDX,TRUE,45,27.94,0,,855474,TRUE,Inventory Database X,ALCLOMETASON,Cre,0.05,%,Low Potency Topical Steroid,12345-6789-01,ALCLOMETASON Cre 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,86,Low Potency Topical Steroid,alclometasone dipropionate 0.5 MG/ML Topical Cream,Alclometason Cream 0.05%
